State,Commodity,Unit,Year,Units_Within,Units_In,Units_Out
Montana,Waste/scrap,million ton-miles,2022,380.000547,619.484663,623.879191
Nebraska,Cereal grains,million ton-miles,2022,16223.1577,17843.6804,15759.30903
Nebraska,Animal feed,million ton-miles,2022,3410.563558,4423.930927,13968.50127
Nebraska,Other ag prods.,million ton-miles,2022,2238.578039,2080.364993,6562.540389
Nebraska,Fertilizers,million ton-miles,2022,977.936146,1970.730705,6273.659749
Nebraska,Nonmetal min. prods.,million ton-miles,2022,928.259759,1817.259182,4470.591723
Nebraska,Gravel,million ton-miles,2022,883.06981,1585.801887,3389.613306
Nebraska,Other foodstuffs,million ton-miles,2022,688.850448,1375.32841,3153.910636
Nebraska,Live animals/fish,million ton-miles,2022,548.31165,1307.370517,1877.836065
Nebraska,Natural sands,million ton-miles,2022,448.609403,1281.51101,864.592626
Nebraska,Coal-n.e.c.,million ton-miles,2022,372.774078,1270.391689,787.156302
Nevada,Gravel,million ton-miles,2022,1547.215657,7004.479502,7111.274998
Nevada,Nonmetal min. prods.,million ton-miles,2022,1054.404822,1767.041492,5041.8775
Nevada,Coal-n.e.c.,million ton-miles,2022,985.197168,1654.174553,2431.982295
Nevada,Natural sands,million ton-miles,2022,710.71795,1322.891157,1239.271613
Nevada,Nonmetallic minerals,million ton-miles,2022,171.024402,1229.317898,623.0359
Nevada,Waste/scrap,million ton-miles,2022,166.074531,914.106437,589.739652
Nevada,Other foodstuffs,million ton-miles,2022,94.517453,893.552015,547.736193
Nevada,Fuel oils,million ton-miles,2022,76.322547,868.88092,498.78295
Nevada,Animal feed,million ton-miles,2022,57.775662,785.486513,419.784283
Nevada,Chemical prods.,million ton-miles,2022,49.905687,744.321938,384.947873
New Hampshire,Fuel oils,million ton-miles,2022,286.535332,1479.546516,495.33365
New Hampshire,Gravel,million ton-miles,2022,279.852614,748.476541,455.824853
New Hampshire,Coal-n.e.c.,million ton-miles,2022,246.027728,484.342289,408.255934
New Hampshire,Natural sands,million ton-miles,2022,245.500129,471.521064,408.215854
New Hampshire,Logs,million ton-miles,2022,212.012035,402.609296,406.621131
New Hampshire,Nonmetal min. prods.,million ton-miles,2022,171.731261,332.456307,326.034831
New Hampshire,Nonmetallic minerals,million ton-miles,2022,78.652057,277.327547,285.762439
New Hampshire,Waste/scrap,million ton-miles,2022,59.982403,250.313334,285.201736
New Hampshire,Wood prods.,million ton-miles,2022,48.927451,244.446658,260.744083
New Hampshire,Other foodstuffs,million ton-miles,2022,48.497341,244.134382,158.402371
New Jersey,Gravel,million ton-miles,2022,1272.14506,9672.338092,22535.74184
New Jersey,Coal-n.e.c.,million ton-miles,2022,812.912668,5941.221858,5831.186569
New Jersey,Gasoline,million ton-miles,2022,774.831521,5906.750056,5802.718573
New Jersey,Nonmetal min. prods.,million ton-miles,2022,699.907704,5828.732813,4065.679373
New Jersey,Waste/scrap,million ton-miles,2022,625.302839,5694.934969,3838.081948
New Jersey,Natural sands,million ton-miles,2022,541.643232,3996.107571,3403.450031
New Jersey,Other foodstuffs,million ton-miles,2022,504.648847,3588.571509,2907.846583
New Jersey,Fuel oils,million ton-miles,2022,497.660405,3576.608562,2721.353898
New Jersey,Wood prods.,million ton-miles,2022,179.819988,3085.643991,2515.33005
New Jersey,Mixed freight,million ton-miles,2022,160.292346,2688.443488,2438.912779
New Mexico,Coal,million ton-miles,2022,1405.968595,8716.354324,20091.86291
New Mexico,Coal-n.e.c.,million ton-miles,2022,1308.247702,3959.611763,13602.77646
New Mexico,Gravel,million ton-miles,2022,1032.385342,1885.7928,3048.85719
New Mexico,Other foodstuffs,million ton-miles,2022,503.803208,1555.695195,2638.696562
New Mexico,Nonmetal min. prods.,million ton-miles,2022,481.603039,1182.840362,1912.95316
New Mexico,Fuel oils,million ton-miles,2022,322.925648,1050.153396,1008.835121
New Mexico,Mixed freight,million ton-miles,2022,234.832175,964.190383,720.355508
New Mexico,Waste/scrap,million ton-miles,2022,222.766,739.789953,534.906445
New Mexico,Gasoline,million ton-miles,2022,172.404373,628.227823,517.501507
New Mexico,Cereal grains,million ton-miles,2022,164.62649,559.818799,241.06535
New York,Coal-n.e.c.,million ton-miles,2022,8630.590241,21889.74441,13437.18238
New York,Gravel,million ton-miles,2022,4953.470834,11690.54653,10973.4571
New York,Waste/scrap,million ton-miles,2022,2986.761909,5553.848814,3716.608278
New York,Nonmetal min. prods.,million ton-miles,2022,2949.918197,4490.588638,3426.246741
New York,Other foodstuffs,million ton-miles,2022,1859.495469,3622.373771,3276.334752
New York,Nonmetallic minerals,million ton-miles,2022,1570.481468,3622.191149,3161.774627
New York,Mixed freight,million ton-miles,2022,1347.13573,3478.608172,2993.002346
New York,Gasoline,million ton-miles,2022,1302.138622,3439.790574,2555.550136
New York,Fuel oils,million ton-miles,2022,1042.379153,3059.433423,2406.299449
New York,Wood prods.,million ton-miles,2022,1018.209654,3050.918129,2273.866081
North Carolina,Gravel,million ton-miles,2022,3328.265272,7637.7068,4181.305145
North Carolina,Logs,million ton-miles,2022,3017.694451,7092.957299,3180.879805
North Carolina,Wood prods.,million ton-miles,2022,2184.049988,7082.140599,3081.01531
North Carolina,Nonmetal min. prods.,million ton-miles,2022,1841.016871,4793.208039,2946.254132
North Carolina,Cereal grains,million ton-miles,2022,1806.452877,4343.893454,2678.42806
North Carolina,Other ag prods.,million ton-miles,2022,1688.237602,4278.07059,2556.551185
North Carolina,Coal-n.e.c.,million ton-miles,2022,1687.038057,3235.510283,2454.027624
North Carolina,Animal feed,million ton-miles,2022,1127.048745,3122.54319,2387.650322
North Carolina,Waste/scrap,million ton-miles,2022,1089.939022,3025.547806,2257.337409
North Carolina,Natural sands,million ton-miles,2022,1070.096541,2769.342395,2199.209458
North Dakota,Cereal grains,million ton-miles,2022,6282.475983,7831.325368,220283.7185
North Dakota,Other ag prods.,million ton-miles,2022,3574.796447,6254.199673,17209.81172
North Dakota,Coal,million ton-miles,2022,3347.546375,5533.020387,12659.22928
North Dakota,Coal-n.e.c.,million ton-miles,2022,2296.049506,4279.827955,12406.7189
North Dakota,Crude petroleum,million ton-miles,2022,741.566589,3704.686963,10326.36393
North Dakota,Nonmetal min. prods.,million ton-miles,2022,691.949252,2231.803966,7103.591515
North Dakota,Gasoline,million ton-miles,2022,641.878481,1776.07809,5563.740567
North Dakota,Gravel,million ton-miles,2022,521.609826,1762.017609,5365.988423
North Dakota,Fuel oils,million ton-miles,2022,502.5327,1353.429623,3007.752003
North Dakota,Basic chemicals,million ton-miles,2022,344.504572,1139.106706,2526.472968
Ohio,Coal,million ton-miles,2022,6106.407007,19004.94645,19074.3962
Ohio,Gravel,million ton-miles,2022,4948.779182,14071.30299,11115.91241
Ohio,Nonmetallic minerals,million ton-miles,2022,3771.633009,13647.40222,8587.358561
Ohio,Cereal grains,million ton-miles,2022,3677.766533,12230.61461,6481.541545
Ohio,Coal-n.e.c.,million ton-miles,2022,3004.239033,9459.886049,5747.330302
Ohio,Gasoline,million ton-miles,2022,2887.756059,7739.315974,5656.519281
Ohio,Other ag prods.,million ton-miles,2022,1697.939503,7291.046861,5091.796731
Ohio,Nonmetal min. prods.,million ton-miles,2022,1647.2769,7272.190551,5022.647645
Ohio,Base metals,million ton-miles,2022,1393.530193,5727.433029,4454.35733
Ohio,Waste/scrap,million ton-miles,2022,1239.923574,4367.455273,3733.513298
Oklahoma,Gravel,million ton-miles,2022,2632.482103,19381.39452,15405.10882
Oklahoma,Coal-n.e.c.,million ton-miles,2022,2599.215593,8213.455791,10930.55459
Oklahoma,Nonmetal min. prods.,million ton-miles,2022,1093.177198,5335.196793,4202.054608
Oklahoma,Fuel oils,million ton-miles,2022,795.321578,5205.297374,3352.213914
Oklahoma,Cereal grains,million ton-miles,2022,687.78781,3783.444827,2851.033698
Oklahoma,Gasoline,million ton-miles,2022,591.888913,3516.648181,2764.185472
Oklahoma,Logs,million ton-miles,2022,403.48806,3267.162874,2661.251793
Oklahoma,Waste/scrap,million ton-miles,2022,389.041495,1937.399686,1279.598828
Oklahoma,Natural sands,million ton-miles,2022,330.9782,1849.759189,1194.965383
Oklahoma,Animal feed,million ton-miles,2022,309.200142,1671.800075,1140.075284
Oregon,Logs,million ton-miles,2022,4895.92428,8358.516497,13510.32104
Oregon,Gravel,million ton-miles,2022,3017.826062,7555.501064,9742.814453
Oregon,Wood prods.,million ton-miles,2022,1217.804562,4836.494248,2931.337861
Oregon,Nonmetal min. prods.,million ton-miles,2022,968.251965,3573.295883,2828.45714
Oregon,Coal-n.e.c.,million ton-miles,2022,879.821084,3040.7857,1937.657722
Oregon,Cereal grains,million ton-miles,2022,822.236351,2695.944763,1309.77937
Oregon,Other ag prods.,million ton-miles,2022,712.591192,2584.174775,1164.220709
Oregon,Waste/scrap,million ton-miles,2022,457.735358,2193.959128,1065.749098
Oregon,Other foodstuffs,million ton-miles,2022,447.797508,1710.791792,865.320282
Oregon,Fertilizers,million ton-miles,2022,405.827582,1705.032997,853.685773
Pennsylvania,Gravel,million ton-miles,2022,6032.622887,11511.72631,21717.58547
Pennsylvania,Coal-n.e.c.,million ton-miles,2022,4202.416748,7779.71157,9302.445564
Pennsylvania,Coal,million ton-miles,2022,2750.281681,7143.43987,8865.864522
Pennsylvania,Nonmetal min. prods.,million ton-miles,2022,1994.951452,6493.110848,5624.189235
Pennsylvania,Other foodstuffs,million ton-miles,2022,1675.319416,4768.933895,4690.380747
Pennsylvania,Waste/scrap,million ton-miles,2022,1429.511752,4700.214902,4629.979207
Pennsylvania,Nonmetallic minerals,million ton-miles,2022,1428.103715,4680.843015,4284.973768
Pennsylvania,Base metals,million ton-miles,2022,1246.264648,4579.630459,3922.035924
Pennsylvania,Logs,million ton-miles,2022,1137.980844,4560.750268,3523.116577
Pennsylvania,Mixed freight,million ton-miles,2022,1030.950723,3740.7923,3376.745212
Rhode Island,Gravel,million ton-miles,2022,89.682069,588.84987,668.025259
Rhode Island,Coal-n.e.c.,million ton-miles,2022,46.402994,309.726488,513.522793
Rhode Island,Nonmetal min. prods.,million ton-miles,2022,44.049224,211.653999,505.638104
Rhode Island,Waste/scrap,million ton-miles,2022,37.959684,158.431322,331.324079
Rhode Island,Gasoline,million ton-miles,2022,25.172003,158.248938,277.877217
Rhode Island,Other foodstuffs,million ton-miles,2022,13.315776,149.64201,240.695304
Rhode Island,Fuel oils,million ton-miles,2022,11.557327,149.608255,169.815116
Rhode Island,Natural sands,million ton-miles,2022,11.053117,125.549343,166.250885
Rhode Island,Nonmetallic minerals,million ton-miles,2022,6.932007,121.101685,164.215748
Rhode Island,Motorized vehicles,million ton-miles,2022,6.758954,113.959146,144.391374
South Carolina,Gravel,million ton-miles,2022,2544.171187,4887.815437,6055.49448
South Carolina,Logs,million ton-miles,2022,1966.828955,4285.400403,5565.445295
South Carolina,Nonmetal min. prods.,million ton-miles,2022,1115.321208,3137.738901,4453.189608
South Carolina,Waste/scrap,million ton-miles,2022,686.645028,2838.521983,3593.00334
South Carolina,Natural sands,million ton-miles,2022,679.079835,1981.647932,2742.468009
South Carolina,Coal-n.e.c.,million ton-miles,2022,648.079014,1917.243373,2338.370983
South Carolina,Mixed freight,million ton-miles,2022,607.031593,1601.572671,1621.266076
South Carolina,Wood prods.,million ton-miles,2022,487.093467,1589.125374,1586.388633
South Carolina,Plastics/rubber,million ton-miles,2022,352.176272,1439.775626,1456.599114
South Carolina,Basic chemicals,million ton-miles,2022,329.830249,1317.413381,1405.141074
South Dakota,Cereal grains,million ton-miles,2022,6117.998771,5171.038348,11461.3
South Dakota,Other ag prods.,million ton-miles,2022,1765.460913,986.25297,6640.925941
South Dakota,Animal feed,million ton-miles,2022,1334.27205,703.678321,4829.44277
South Dakota,Nonmetal min. prods.,million ton-miles,2022,805.61438,632.130559,4715.45108
South Dakota,Gravel,million ton-miles,2022,311.276659,495.524498,2944.377576
South Dakota,Other foodstuffs,million ton-miles,2022,272.392143,474.212212,1013.233242
South Dakota,Fuel oils,million ton-miles,2022,257.855277,436.703395,918.12552
South Dakota,Coal-n.e.c.,million ton-miles,2022,252.157378,414.147979,344.62042
South Dakota,Logs,million ton-miles,2022,223.42423,408.494265,332.897776
South Dakota,Live animals/fish,million ton-miles,2022,207.350628,391.2519,271.193868
Tennessee,Gravel,million ton-miles,2022,4498.292163,8317.894745,9756.287615
Tennessee,Nonmetal min. prods.,million ton-miles,2022,1226.100427,6403.067958,4924.10771
Tennessee,Coal-n.e.c.,million ton-miles,2022,1209.142519,4372.273488,4167.665194
Tennessee,Logs,million ton-miles,2022,1173.26054,4227.202939,3357.872806
Tennessee,Gasoline,million ton-miles,2022,1117.351035,4097.81782,3253.403115
Tennessee,Other ag prods.,million ton-miles,2022,801.484389,4051.853814,3216.279087
Tennessee,Cereal grains,million ton-miles,2022,780.04617,3221.161573,3049.498489
Tennessee,Natural sands,million ton-miles,2022,640.069113,3094.656288,2713.289259
Tennessee,Waste/scrap,million ton-miles,2022,604.270016,2836.772682,2614.222191
Tennessee,Basic chemicals,million ton-miles,2022,520.858163,2086.343798,2327.525859
Texas,Crude petroleum,million ton-miles,2022,67527.16395,82458.18255,96533.00022
Texas,Coal-n.e.c.,million ton-miles,2022,51396.74366,59471.36783,42815.24697
Texas,Fuel oils,million ton-miles,2022,45588.52187,38664.03509,40743.56553
Texas,Gasoline,million ton-miles,2022,38212.15398,35810.27047,30190.28079
Texas,Basic chemicals,million ton-miles,2022,16442.08755,29786.19589,22785.27748
Texas,Gravel,million ton-miles,2022,16209.12595,28527.09722,20480.66932
Texas,Cereal grains,million ton-miles,2022,14764.30357,22432.22328,18733.86028
Texas,Nonmetal min. prods.,million ton-miles,2022,12691.52675,18339.29072,11316.5645
Texas,Plastics/rubber,million ton-miles,2022,7330.270179,17468.72903,9931.980271
Texas,Other ag prods.,million ton-miles,2022,7066.160152,15753.32435,9345.316022
Utah,Coal-n.e.c.,million ton-miles,2022,1128.685588,8664.267757,9293.078221
Utah,Nonmetal min. prods.,million ton-miles,2022,955.564506,6580.277657,5801.146019
Utah,Coal,million ton-miles,2022,917.589663,3965.585012,5444.818136
Utah,Gravel,million ton-miles,2022,724.33505,2840.342724,4455.804453
Utah,Mixed freight,million ton-miles,2022,325.020277,2313.227475,2598.358026
Utah,Gasoline,million ton-miles,2022,277.610464,1863.767223,1812.700012
Utah,Other foodstuffs,million ton-miles,2022,203.580985,1640.653674,1385.645666
Utah,Animal feed,million ton-miles,2022,160.191298,1441.445967,1233.300615
Utah,Waste/scrap,million ton-miles,2022,159.923344,1268.353199,1225.211968
Utah,Wood prods.,million ton-miles,2022,159.024325,1151.605121,997.179432
Vermont,Logs,million ton-miles,2022,238.06626,615.319198,2746.682216
Vermont,Coal-n.e.c.,million ton-miles,2022,119.810335,492.724832,1331.846212
Vermont,Gravel,million ton-miles,2022,111.084798,371.971985,524.960352
Vermont,Nonmetallic minerals,million ton-miles,2022,76.604535,245.988651,439.180076
Vermont,Other foodstuffs,million ton-miles,2022,55.266325,225.277545,214.430343
Vermont,Animal feed,million ton-miles,2022,47.088635,156.623964,105.603056
Vermont,Fuel oils,million ton-miles,2022,44.392328,150.612339,100.560549
Vermont,Waste/scrap,million ton-miles,2022,38.254416,135.398909,98.377258
Vermont,Gasoline,million ton-miles,2022,30.871171,133.155979,97.970701
Vermont,Nonmetal min. prods.,million ton-miles,2022,25.940327,124.99396,95.153375
Virginia,Gravel,million ton-miles,2022,4732.148638,8860.005866,4387.765873
Virginia,Coal,million ton-miles,2022,3051.30035,4106.992569,2174.400022
Virginia,Coal-n.e.c.,million ton-miles,2022,2995.229546,3306.737831,2005.15211
Virginia,Nonmetal min. prods.,million ton-miles,2022,1697.823879,3218.632976,1954.668338
Virginia,Logs,million ton-miles,2022,1527.040112,2994.046555,1769.091802
Virginia,Wood prods.,million ton-miles,2022,1155.564301,2732.333945,1759.581851
Virginia,Waste/scrap,million ton-miles,2022,834.375412,2651.90206,1426.469876
Virginia,Other ag prods.,million ton-miles,2022,728.419525,2328.50917,1358.969988
Virginia,Animal feed,million ton-miles,2022,658.694294,2312.740407,1335.540308
Virginia,Milled grain prods.,million ton-miles,2022,577.50525,1767.689778,1283.794296
Washington,Cereal grains,million ton-miles,2022,6621.432146,44993.77363,11142.52704
Washington,Gravel,million ton-miles,2022,4357.197052,22145.10485,6111.587363
Washington,Logs,million ton-miles,2022,4315.419455,17590.07197,6071.115572
Washington,Coal-n.e.c.,million ton-miles,2022,3473.943498,11773.86646,5687.765943
Washington,Other ag prods.,million ton-miles,2022,3253.701232,9155.125282,4279.096062
Washington,Gasoline,million ton-miles,2022,1443.194967,7926.278361,2469.660137
Washington,Wood prods.,million ton-miles,2022,1422.56637,3228.608029,2377.833218
Washington,Other foodstuffs,million ton-miles,2022,1326.038138,3137.234046,2138.955686
Washington,Fuel oils,million ton-miles,2022,1267.552598,3024.286454,1705.510174
Washington,Crude petroleum,million ton-miles,2022,1244.760475,2979.098661,1541.477731
Washington DC,Nonmetal min. prods.,million ton-miles,2022,3.273174,91.163767,78.588941
Washington DC,Gravel,million ton-miles,2022,0.683633,83.848361,71.467855
Washington DC,Electronics,million ton-miles,2022,0.254791,69.125487,36.906888
Washington DC,Natural sands,million ton-miles,2022,0.236368,45.074158,31.05268
Washington DC,Alcoholic beverages,million ton-miles,2022,0.149671,43.531738,27.978753
Washington DC,Animal feed,million ton-miles,2022,0.123747,35.804786,23.124323
Washington DC,Mixed freight,million ton-miles,2022,0.104649,31.814894,16.042584
Washington DC,Nonmetallic minerals,million ton-miles,2022,0.072839,31.267651,5.033748
Washington DC,Wood prods.,million ton-miles,2022,0.052209,31.223616,3.366862
Washington DC,Articles-base metal,million ton-miles,2022,0.037389,30.249661,2.863938
West Virginia,Coal,million ton-miles,2022,4061.636634,4004.945818,31699.11628
West Virginia,Logs,million ton-miles,2022,1036.109746,3433.229228,8714.545501
West Virginia,Gravel,million ton-miles,2022,1001.64219,3362.963469,1272.288109
West Virginia,Gasoline,million ton-miles,2022,882.086214,2161.989162,1137.365763
West Virginia,Fuel oils,million ton-miles,2022,694.653634,1139.210288,1083.630624
West Virginia,Nonmetal min. prods.,million ton-miles,2022,401.198463,890.323118,1038.115273
West Virginia,Coal-n.e.c.,million ton-miles,2022,361.974182,847.18523,755.911334
West Virginia,Wood prods.,million ton-miles,2022,186.683959,709.914951,739.740992
West Virginia,Waste/scrap,million ton-miles,2022,149.729236,679.357938,468.86382
West Virginia,Other foodstuffs,million ton-miles,2022,57.95192,557.614116,391.794843
Wisconsin,Gravel,million ton-miles,2022,9033.720677,21841.82839,34306.01207
Wisconsin,Cereal grains,million ton-miles,2022,3137.661338,6343.136568,7897.553524
Wisconsin,Natural sands,million ton-miles,2022,2972.429005,5759.450581,4849.331961
Wisconsin,Other foodstuffs,million ton-miles,2022,2498.83315,4091.809467,3881.456221
Wisconsin,Nonmetal min. prods.,million ton-miles,2022,2233.443181,3064.395254,3876.637377
Wisconsin,Animal feed,million ton-miles,2022,1727.740006,2927.795024,2841.773017
Wisconsin,Logs,million ton-miles,2022,1725.147021,2034.716116,2705.518084
Wisconsin,Coal-n.e.c.,million ton-miles,2022,1561.188107,1949.735289,2543.000647
Wisconsin,Other ag prods.,million ton-miles,2022,1187.724614,1942.226962,2476.405402
Wisconsin,Gasoline,million ton-miles,2022,1175.421846,1908.896665,2027.431396
Wyoming,Coal,million ton-miles,2022,3820.989512,6051.388313,186653.7397
Wyoming,Coal-n.e.c.,million ton-miles,2022,1238.701974,3846.806097,26303.23688
Wyoming,Fuel oils,million ton-miles,2022,361.257321,1760.298687,16255.56954
Wyoming,Nonmetal min. prods.,million ton-miles,2022,310.892935,1347.994011,9688.548266
Wyoming,Basic chemicals,million ton-miles,2022,309.891014,791.571625,1893.20233
Wyoming,Gasoline,million ton-miles,2022,284.078917,611.196656,1274.975162
Wyoming,Gravel,million ton-miles,2022,255.354413,524.717604,539.290723
Wyoming,Logs,million ton-miles,2022,234.176444,429.409015,297.501764
Wyoming,Other ag prods.,million ton-miles,2022,179.740867,396.00584,265.502882
Wyoming,Waste/scrap,million ton-miles,2022,168.610367,335.019661,226.061644
